city,lng,lat
Hirao,132.0733,33.9381
Niepołomice,20.2172,50.0339
Shepherdsville,-85.6999,37.9806
Kálymnos,26.9832,36.9512
Bécancour,-72.4333,46.3333
Moldova Nouă,21.6664,44.7347
Shady Hills,-82.5467,28.4042
Gladenbach,8.5828,50.7681
Nagykáta,19.7414,47.4178
Waconia,-93.7927,44.8412
Vardenis,45.72,40.18
Taiynsha,69.7639,53.8478
Pfäffikon,8.7822,47.3667
Ōsako,131.0058,31.4292
St. Peter,-93.9659,44.3296
Pößneck,11.6,50.7
Lymm,-2.475,53.3834
Kelso,-122.891,46.1236
Logan Township,-78.4235,40.5263
Titisee-Neustadt,8.2147,47.9122
Khvalynsk,48.1,52.4833
São Sebastião da Grama,-46.8208,-21.7108
Elkhorn,-88.5377,42.6711
Ongwediva,15.7667,-17.7833
Sânnicolau Mare,20.6294,46.0722
Vobkent Shahri,64.5139,40.0233
Kavarna,28.3389,43.4333
Ludwigslust,11.5023,53.3332
Hammonton,-74.7678,39.6572
Lom Sak,101.2468,16.7775
Ulster,-74.0041,41.9699
Ried im Innkreis,13.4894,48.21
Overlea,-76.5176,39.3642
Virginia,-92.5128,47.5169
Jüterbog,13.0728,51.9933
Lakeland Highlands,-81.9496,27.9572
Inverell,151.1178,-29.7817
Los Alamos,-106.2862,35.8926
Blue Ash,-84.3827,39.248
Holiday City-Berkeley,-74.2787,39.9639
Holly Hill,-81.0463,29.2443
Foča,18.7833,43.5
Rushall,-1.957,52.611
North Smithfield,-71.5514,41.9727
New Baltimore,-82.7398,42.6903
Palmares Paulista,-48.8008,-21.0828
North Union,-79.6731,39.9102
Terryville,-73.0492,40.909
Orange City,-81.2881,28.9347
Chino Valley,-112.4107,34.7593
Dorado,-66.2724,18.4657
Ulverston,-3.09,54.193
Massena,-74.8339,44.9609
Županja,18.7,45.0667
Khem Karan,74.66,31.16
Uren,45.7833,57.4667
Tha Maka,99.753,13.9499
Hagenow,11.1931,53.4317
Bodaybo,114.1933,57.8506
Winnetka,-87.7421,42.1064
Gravenhurst,-79.3667,44.9167
Sākib,35.8092,32.2843
Forrest City,-90.7931,35.0135
Aj Jourf,-4.4014,31.4903
Leon Valley,-98.6143,29.4954
Mays Chapel,-76.6516,39.4343
New Mills,-2.007,53.367
Enns,14.475,48.2167
Hexham,-2.101,54.971
Dărmăneşti,26.4797,46.37
Highlands,-74.0084,41.3601
New Kensington,-79.7521,40.5711
Kewanee,-89.9263,41.2399
Weinfelden,9.112,47.5698
Tzintzuntzán,-101.5789,19.6283
Pell City,-86.2669,33.5609
Prieska,22.7439,-29.6683
Tyngsborough,-71.429,42.6662
Poquoson,-76.3569,37.1318
Arth,8.5242,47.0644
Rovinari,23.1622,44.9125
Perth East,-80.95,43.47
Gaildorf,9.7667,49.0
Blythe,-114.6188,33.622
Velddrif,18.1667,-32.7667
Larkspur,-122.5313,37.9393
Cottonwood,-112.0014,34.7192
Wünnenberg,8.7,51.5167
Vulcăneşti,28.4028,45.6842
Vilsbiburg,12.3475,48.4475
Vălenii de Munte,26.0397,45.1856
Palestina,-49.4328,-20.39
Bankya,23.1333,42.7
Węgorzewo,21.75,54.2167
Ocean Pines,-75.1475,38.3825
Boloso,15.2167,2.0337
Cecil,-80.1943,40.3147
Lincolnwood,-87.7329,42.0054
Burladingen,9.1094,48.2903
North Valley,-106.6231,35.1736
Arkansas City,-97.0385,37.0726
Dăbuleni,24.0919,43.8011
Sapna,19.0028,44.4917
Elon,-79.5085,36.1014
Perleberg,11.8667,53.0667
Unterzollikofen,7.4569,46.9997
Aleksandrovsk,57.5833,59.1667
Wells Branch,-97.6792,30.4432
West Monroe,-92.1513,32.512
Beatrice,-96.7454,40.2737
Wolgast,13.7667,54.05
North Castle,-73.695,41.1331
Parkes,148.2628,-33.095
Gatumba,29.25,-3.3333
Ahram,51.2744,28.8825
Batesville,-91.6226,35.7687
Prince Rupert,-130.3271,54.3122
Kibungo,30.5442,-2.1608
Nový Bor,14.5557,50.7577
Neuenrade,7.78,51.2839
Jesup,-81.8895,31.5992
Ishpeming,-87.6658,46.4862
Üllő,19.3444,47.3842
Speedway,-86.2479,39.7937
Enumclaw,-121.9897,47.2017
Uzyn,30.4425,49.8242
Roding,12.5192,49.1936
Arganil,-8.05,40.2167
Zwönitz,12.8133,50.6303
Neosho,-94.3756,36.8441
Lincoln City,-124.0073,44.9751
Socuéllamos,-2.7942,39.2933
Prévost,-74.08,45.87
Northlake,-87.9054,41.9143
North Greenbush,-73.6632,42.6706
Eatontown,-74.0558,40.2913
Lauffen am Neckar,9.1567,49.0764
Nova Gradiška,17.3833,45.25
Bad Vöslau,16.2144,47.9669
Ladenburg,8.6092,49.4719
Harrislee,9.3764,54.7972
Lower Pottsgrove,-75.5975,40.2538
Tabapuã,-49.0319,-20.9639
Sainte-Adèle,-74.13,45.95
Zaouiet Sousse,10.6274,35.7887
Webb City,-94.4676,37.1413
Tábua,-8.0333,40.3667
Cherlak,74.82,54.1605
Leingarten,9.1167,49.15
Coolidge,-111.5261,32.9395
Nová Dubnica,18.15,48.9333
Knowsley,-2.8501,53.4498
Bicske,18.6363,47.4907
Melissa,-96.5573,33.2891
Motegi,140.1833,36.5167
Drouin,145.85,-38.1333
Uacu Cungo,15.1194,-11.3583
Rogerstone,-3.0537,51.5906
New Garden,-75.7517,39.8119
James Island,-79.9396,32.7353
Kingsburg,-119.5602,36.5245
Brwinów,20.7167,52.1417
Comarnic,25.6353,45.2511
Xichú,-100.0553,21.2997
Boskovice,16.66,49.4875
Platteville,-90.4676,42.728
Mineral del Monte,-98.6667,20.1333
Lovington,-103.3277,32.9125
Middle Valley,-85.1958,35.1877
Jacala,-99.1719,21.0053
Kentville,-64.4958,45.0775
Pepperell,-71.6043,42.6713
Little Chute,-88.3206,44.2905
Tiszakécske,20.095,46.9311
Erfelek,34.9184,41.8793
Wang Saphung,101.7624,17.2995
Sakamoto,140.8778,37.9625
Sedro-Woolley,-122.2321,48.5112
Ardanuç,42.0647,41.1233
Oestrich-Winkel,8.0199,50.0085
Oswaldtwistle,-2.393,53.743
Alavus,23.6194,62.5861
La Homa,-98.3579,26.2773
Toropets,31.6333,56.5
Alvorada,-49.082,-12.47
Gatesville,-97.7351,31.4419
Don Sak,99.6944,9.3169
Martuni,45.3064,40.14
South Charleston,-81.711,38.3482
Sowerby Bridge,-1.91,53.71
Muroto-misakicho,134.1519,33.29
Vail,-110.6937,32.0217
Bad Fallingbostel,9.6967,52.8675
East Bethel,-93.2038,45.3557
Villas,-81.8679,26.5504
Festus,-90.4095,38.2192
Moss Bluff,-93.2051,30.3039
Jupiter Farms,-80.2187,26.9224
Kőszeg,16.5519,47.3817
Swan Hill,143.55,-35.3333
Lichtenstein,12.6317,50.7564
Sajószentpéter,20.7183,48.2169
Ponteland,-1.747,55.048
Fulton,-91.9511,38.8551
Beauharnois,-73.87,45.32
Les Îles-de-la-Madeleine,-61.8667,47.3833
Zlaté Moravce,18.3964,48.3781
Mitai,131.3078,32.7117
Nyírbátor,22.13,47.8353
Princetown,-57.17,5.9
Volosovo,29.4833,59.45
Spring Lake,-78.9959,35.1842
Holyhead,-4.633,53.309
Folkston,-82.0073,30.8393
Sárbogárd,18.6193,46.8878
Macedonia,-81.4989,41.3147
Hildburghausen,10.7289,50.4261
Jerome,-114.5159,42.7183
Kasaji,23.45,-10.3662
Pritzwalk,12.1831,53.1497
Geisenheim,7.9656,49.9831
Olivenza,-7.1007,38.6857
Diamond Springs,-120.8391,38.692
Abergele,-3.58,53.28
Moncks Corner,-80.0135,33.1631
Minabe,135.3217,33.7725
Killarney,-9.5072,52.0588
Dinkelsbühl,10.3194,49.0708
Carnot-Moon,-80.2178,40.5187
Santoña,-3.4575,43.4414
Bátonyterenye,19.8286,47.9892
Somersworth,-70.8856,43.2534
Diez,8.0158,50.3708
Bad Dürrenberg,12.0658,51.2955
Ellwood City,-80.283,40.8619
Glenwood Springs,-107.3346,39.5455
Great Wyrley,-2.0102,52.6593
Pavlikeni,25.3092,43.2367
Negreşti-Oaş,23.4242,47.8694
Macclenny,-82.1252,30.281
East Grand Rapids,-85.6088,42.9464
Drolshagen,7.7667,51.0333
Mastic Beach,-72.8375,40.7679
Chuquicamata,-68.93,-22.32
Çüngüş,39.2884,38.2122
Myjava,17.5686,48.7578
Nowe Miasto Lubawskie,19.5833,53.4167
Nambour,152.9592,-26.6269
Fairfax Station,-77.3358,38.7942
Qazmalar,47.8458,40.9814
Belp,7.4972,46.8914
West Deer,-79.8693,40.635
Pozharan,21.3372,42.3648
Robinson,-97.1201,31.4501
Pilis,19.5469,47.2858
Portales,-103.3565,34.1753
Holešov,17.5783,49.3333
Valencia West,-111.1123,32.1355
Miesbach,11.8338,47.789
Amelia,12.4168,42.5535
Bordentown,-74.7098,40.142
Downham Market,0.39,52.6
Meghraj,73.5,23.5
Wellington North,-80.57,43.9
Spencer,-71.9919,42.2471
Veurne,2.6622,51.0722
Torton,-2.1606,52.4522
Wootton,-0.8857,52.2007
Upper,-74.727,39.2563
Maxhütte-Haidhof,12.1,49.2
Arkadak,43.5,51.9333
Green River,-109.4708,41.5124
Tremonton,-112.1891,41.7187
Ibirá,-49.2408,-21.08
Osterhofen,13.0167,48.7
Carleton Place,-76.1333,45.1333
Vendas Novas,-8.45,38.6833
Laichingen,9.6861,48.4897
Accokeek,-77.0023,38.6745
Ivybridge,-3.921,50.389
Carahue,-73.17,-38.7095
Büdelsdorf,9.6833,54.3167
Yuasa,135.1786,34.0331
Sárospatak,21.5661,48.3189
Ukrainsk,37.3667,48.1
Novaya Lyalya,60.6,59.05
Bopfingen,10.3522,48.8569
Nacozari Viejo,-109.65,30.42
Alamedin,74.63,42.89
Delavan,-88.6324,42.6281
Sandown,-1.1541,50.6551
North Lebanon,-76.4215,40.3668
Mülheim-Kärlich,7.4953,50.3869
Kuchinarai,104.044,16.5318
Isperih,26.8275,43.7156
Whistler,-122.9544,50.1208
Malvern,-92.8205,34.3734
Cricova,28.8614,47.1389
Monschau,6.25,50.55
Cadillac,-85.4163,44.2494
Lexington Park,-76.4415,38.2543
Malargüe,-69.5853,-35.4745
Healdsburg,-122.8651,38.6229
Lake Station,-87.2599,41.5729
Tolcayuca,-98.9167,19.95
Bocaina,-48.5181,-22.1361
Casino,153.0511,-28.8483
Scorniceşti,24.55,44.57
Robertsville,-74.2939,40.3395
Brown Deer,-87.975,43.1743
Rapho,-76.458,40.1576
Crestwood,-90.3782,38.5569
Grants,-107.8335,35.1538
Opatija,14.3069,45.3347
Moldava nad Bodvou,20.9992,48.6156
Vlašim,14.8989,49.7064
Valley Falls,-71.3923,41.9234
Dolo Bay,42.0833,4.1833
Neuhausen am Rheinfall,8.6167,47.6831
Chaplygin,39.9667,53.2417
Prudhoe,-1.849,54.961
Malibu,-118.7845,34.0368
Mudgee,149.5872,-32.6125
Mareeba,145.4167,-16.9833
Haradok,29.9833,55.4667
Baranivka,27.6667,50.3
Dranesville,-77.3693,38.9955
Market Drayton,-2.4848,52.9044
Labin,14.1167,45.0833
Bucyrus,-82.9719,40.8054
Cafayate,-65.98,-26.07
Phon,102.5998,15.816
Târgu Lăpuş,23.8631,47.4525
Hauzenberg,13.6236,48.6517
Tiny,-79.95,44.6833
Kankaanpää,22.3944,61.8042
Frenštát pod Radhoštěm,18.2108,49.5483
Velké Meziříčí,16.0123,49.3553
Walker Mill,-76.8862,38.8754
Tring,-0.6592,51.7962
Tomball,-95.6194,30.0951
Gänserndorf,16.7175,48.3406
Lieksa,30.0167,63.3167
Dolinsk,142.8,47.3167
Padiham,-2.311,53.797
Florida City,-80.4685,25.4418
Wanaque,-74.29,41.044
Winton,-120.6173,37.3854
Arizona City,-111.6707,32.7506
Englefield Green,-0.5699,51.4301
Tucson Estates,-111.1254,32.1792
Hollabrunn,16.0833,48.5667
Scotts Valley,-122.0118,37.0555
Jarābulus,38.0111,36.8175
Robstown,-97.6685,27.7886
Miller Place,-72.9864,40.9374
Mezdra,23.7142,43.1425
The Pinery,-104.7591,39.4462
Sunninghill,-0.656,51.405
Krujë,19.7978,41.5178
Rurrenabaque,-67.5283,-14.4422
Aesch,7.5942,47.4694
Choppington,-1.601,55.145
Wolmirstedt,11.6167,52.25
Ichinohe,141.2953,40.2131
Ross on Wye,-2.587,51.914
East Renton Highlands,-122.0854,47.4718
Kuriyama,141.7842,43.0564
North Tidworth,-1.664,51.237
Upper Montclair,-74.2014,40.8428
Nanakuli,-158.1445,21.3892
Magdagachi,125.8,53.45
Nemyriv,28.8439,48.9794
Wrentham,-71.3552,42.0513
Río Colorado,-64.0958,-38.9908
Lundazi,33.17,-12.2895
Port St. John,-80.7874,28.4771
Gräfenhainichen,12.4556,51.7292
Cordele,-83.7694,31.9563
Forestville,-76.8708,38.8518
Elma,-78.6371,42.8231
Orchha,78.64,25.35
Mendota,-120.3776,36.7555
Glen Rock,-74.1249,40.9601
Cocoa Beach,-80.6274,28.3326
Prymors’k,36.3596,46.7333
Mena,32.2167,51.5167
Billerbeck,7.295,51.9792
Griswold,-71.9226,41.5852
Nyazepetrovsk,59.6,56.05
Athol,-72.2177,42.5841
Clute,-95.3975,29.0256
Gander,-54.6089,48.9569
Waimea,-155.6378,20.0124
Bayou Blue,-90.6732,29.6341
Hinwil,8.8444,47.3033
Southborough,0.2652,51.1598
Winfield,-96.9499,37.274
Udachnyy,112.3,66.4
Guaiçara,-49.7986,-21.6219
Dingman,-74.9264,41.3226
Iver,-0.507,51.521
Cascades,-77.3874,39.0464
Deutschlandsberg,15.215,46.8161
Port Morant,-76.329,17.891
Brock Hall,-76.7549,38.8617
Huandacareo,-101.275,19.9906
Ban Sam Khwai Phueak,100.1041,13.8283
Carver,-70.7563,41.8739
Royal Wootton Bassett,-1.9,51.533
Rothesay,-65.9969,45.3831
Schwaigern,9.05,49.1333
El Campo,-96.2724,29.1987
Varzaneh,52.6481,32.4194
Putnam Valley,-73.8368,41.3979
Videle,25.5333,44.2833
Whitburn,-3.6872,55.8621
Mala Vyska,31.6333,48.65
Panajachel,-91.1558,14.7361
Ulricehamn,13.4186,57.7917
Budakalász,19.046,47.6215
Mistelbach,16.5667,48.5667
Svidník,21.5678,49.3056
Saint Helena Bay,18.0278,-32.7583
Krynica,20.9594,49.4222
Pine Castle,-81.374,28.4651
Kalmiuske,38.0667,47.6667
Brock,-79.0833,44.3167
Stupava,17.0333,48.2833
Endwell,-76.0219,42.1185
Eccleston,-2.7748,53.4539
Travilah,-77.2458,39.0571
Anatolí,20.8661,39.6386
Hipperholme,-1.812,53.7258
Kuřim,16.5315,49.2985
Möhlin,7.8458,47.5583
Bad Nenndorf,9.3786,52.3369
Walldürn,9.3681,49.5831
Schöningen,10.9674,52.138
Bytča,18.5581,49.2228
Calheta,-17.1667,32.7333
South Yarmouth,-70.2005,41.6692
Pīr Bakrān,51.5578,32.4686
Stonehaven,-2.211,56.964
Lyuban’,28.0525,52.7819
Summerland,-119.6778,49.6006
Bradwell,-0.787,52.05
Kuruman,23.4125,-27.4597
Wyandanch,-73.3769,40.7467
Selsey,-0.7898,50.735
Batemans Bay,150.1744,-35.7081
Likhoslavl,35.4667,57.1167
Brattleboro,-72.6145,42.8618
Kem,34.6,64.95
Kalaoa,-156.0122,19.7369
Cedarburg,-87.9887,43.2991
Săcueni,22.0914,47.3525
Temamatla,-98.87,19.2028
Sursee,8.1081,47.1742
Samaná,-69.332,19.212
De Panne,2.5917,51.1019
Langelsheim,10.335,51.9381
North Bellport,-72.9457,40.7868
Stollberg,12.7783,50.7083
Werther,8.4136,52.0764
Ghinda’e,39.0833,15.45
Annapolis Neck,-76.4997,38.9408
Beachwood,-81.503,41.4759
Seven Hills,-81.6737,41.3805
Rutesheim,8.945,48.8097
Epazoyucan,-98.6361,20.0177
Rotkreuz,8.4314,47.1411
Tadley,-1.1376,51.3506
Ciechocinek,18.7833,52.8833
Echelon,-74.9957,39.8482
Cranleigh,-0.4784,51.1363
Chowchilla,-120.2349,37.1095
Val-des-Monts,-75.6667,45.65
Excelsior Springs,-94.24,39.339
Cerrillos,-65.4833,-24.8996
Uettligen,7.4792,46.9775
Holywood,-5.845,54.636
Uničov,17.1215,49.7709
Leatherhead,-0.329,51.295
Taché,-96.6736,49.7081
Kin,127.9261,26.4561
Severnyy,64.1233,67.6083
Silver City,-108.2698,32.7784
Newport East,-71.2878,41.5158
Kyjov,17.1225,49.0102
Glückstadt,9.4219,53.7917
Wittingen,10.7391,52.7281
Center Township,-80.2977,40.6483
Drezna,38.8333,55.75
Rheinau,7.9347,48.6678
Omaruru,15.9539,-21.4183
Domažlice,12.9298,49.4406
Cholpon-Ata,77.0833,42.65
West Plains,-91.868,36.7378
Sântana,21.5,46.35
Târgu Ocna,26.6094,46.2803
Spirit Lake,-95.1109,43.4176
Mount Sinai,-73.018,40.9372
Bainbridge,-84.5727,30.9046
Largs,-4.867,55.794
Tagta,59.9,41.65
Zvenigovo,48.0167,55.9667
Valdez,-78.9855,1.2671
Lokhvytsya,33.2652,50.361
Palos de la Frontera,-6.8932,37.2278
Myronivka,30.9833,49.65
Blundellsands,-3.05,53.48
Archdale,-79.9592,35.9033
Mamakating,-74.4951,41.586
Balve,7.8667,51.3333
Rothenburg ob der Tauber,10.1789,49.3772
Coronel Dorrego,-61.2873,-38.7187
Upper Uwchlan,-75.7071,40.0817
Divinolândia,-46.7392,-21.6614
Lower Gwynedd,-75.2373,40.188
Marktheidenfeld,9.6,49.85
Crikvenica,14.7,45.1833
Lenzburg,8.1803,47.3875
Poldasht,45.0711,39.3481
North Middleton,-77.2168,40.2462
Ochsenfurt,10.0498,49.6711
Aginskoye,114.5228,51.1031
Florham Park,-74.3953,40.7773
Geisenfeld,11.6117,48.684
Montmagny,-70.55,46.9833
Kostinbrod,23.2167,42.8167
Glenfield,-1.2062,52.6491
Roma,-99.006,26.4166
Chkalovsk,43.25,56.7667
Bogalusa,-89.8633,30.7812
Avigliano,15.7167,40.7333
Rumburk,14.5571,50.9516
Hawaiian Paradise Park,-154.9693,19.5828
Sales Oliveira,-47.8378,-20.7719
Ḑurumā,46.1333,24.6
Gerasdorf bei Wien,16.4675,48.295
Welzheim,9.6344,48.8747
Phanat Nikhom,101.1844,13.4458
Lake Los Angeles,-117.8339,34.6097
Naliya,68.8267,23.2611
Egersund,6.0067,58.45
Emmaus,-75.4978,40.5352
Holíč,17.1628,48.8119
Bad Schwalbach,8.0694,50.1401
Gracemere,150.45,-23.4333
Camp Pendleton South,-117.3791,33.2284
Boldeşti-Scăeni,26.03,45.03
Goulds,-80.388,25.5614
Greentree,-74.9614,39.8989
Hanover Township,-75.3979,40.6669
Oraviţa,21.6833,45.0333
Körmend,16.606,47.011
Byelaazyorsk,25.1667,52.45
Ágios Nikólaos,25.7173,35.1892
Lafrayta,-7.26,31.932
Trostberg an der Alz,12.55,48.0167
Elwood,-73.3389,40.8462
Erin,-80.0667,43.7667
Jimaní,-71.85,18.4833
Wildau,13.6333,52.3167
Port Lavaca,-96.6278,28.6181
Claiborne,-92.1981,32.5379
Flawil,9.1977,47.4053
Woods Cross,-111.917,40.8731
Baldock,-0.19,51.99
Belén,-57.24,-23.4695
Klyetsk,26.6372,53.0636
Byram,-90.2861,32.189
Chapantongo,-99.4,20.2833
Sorsk,90.25,54.0
Yuryuzan,58.4333,54.8667
Kastav,14.349,45.3726
Lyndon,-85.5891,38.2644
Mack,-84.6792,39.1503
Eckington,-1.3643,53.308
Waidhofen an der Ybbs,14.7745,47.9596
East Whiteland,-75.5547,40.0474
Horbury,-1.5566,53.6595
Woodward,-99.4057,36.4247
Hailey,-114.3,43.5141
Snovsk,31.95,51.8167
Scottsburg,-85.783,38.6851
Suhr,8.0806,47.3747
Kingsnorth,0.8615,51.1178
Schiller Park,-87.8693,41.9586
Lajosmizse,19.5575,47.0264
Catskill,-73.9435,42.2063
Los Alamitos,-118.0594,33.7972
Minooka,-88.2792,41.4507
Burrel,20.0,41.6
Călan,23.0086,45.7361
Kiáto,22.7467,38.0117
Monte Quemado,-62.8666,-25.7996
Kincardine,-81.6333,44.1667
Onoto,-65.1897,9.5958
Gárdony,18.6091,47.1973
Hikawadai,130.6736,32.5825
Gornozavodsk,58.3167,58.3833
Collegedale,-85.0487,35.0525
Dent,-84.6593,39.1922
Herbolzheim,7.7775,48.2219
Great Harwood,-2.408,53.786
Nueva Helvecia,-57.2333,-34.2889
Humahuaca,-65.3505,-23.2054
Ogose,139.2942,35.9644
Oxted,-0.006,51.257
Lang Suan,99.0813,9.9519
Yangirabot,65.9667,40.0333
Soham,0.3361,52.3338
Snyder,-100.9113,32.7133
Jeseník,17.2047,50.2294
Tarrytown,-73.8673,41.0647
South Normanton,-1.343,53.107
Caracaraí,-61.1277,1.8162
Mount Sterling,-83.9472,38.0648
Bellmawr,-75.0941,39.8665
Makoua,15.6228,-0.0047
Angola,-85.0051,41.6433
Alatyr,46.5833,54.85
Doctor Phillips,-81.4922,28.4476
Coshocton,-81.848,40.2618
Kennebunk,-70.5707,43.3972
Mendota Heights,-93.14,44.8815
Groß-Enzersdorf,16.55,48.2
Wantage,-1.427,51.589
Haysville,-97.3527,37.5649
Tega Cay,-81.011,35.039
Mexico,-91.8711,39.1625
Eisenberg,11.9,50.9667
Imuris,-110.8333,30.7667
Hucclecote,-2.18,51.85
Etropole,24.0,42.8333
Maryport,-3.4926,54.7128
Burtonwood,-2.6614,53.4302
Mountain Top,-75.9045,41.1353
Port Salerno,-80.1895,27.1461
Haddonfield,-75.0346,39.8955
Rychnov nad Kněžnou,16.275,50.1629
Fiľakovo,19.8286,48.2719
Illintsi,29.2,49.1
Byerazino,28.9833,53.8333
North Vernon,-85.6317,39.017
Samford,152.8833,-27.3667
Nhandeara,-50.0378,-20.6939
Štúrovo,18.7181,47.7992
Getulina,-49.9286,-21.7986
Lake Morton-Berrydale,-122.1032,47.3325
Hakone,139.1069,35.2325
Boguchar,40.55,49.9333
Hawera,174.2833,-39.5833
Măgurele,25.9999,44.3461
North Dundas,-75.35,45.0833
Marcali,17.4064,46.5831
Gardnerville Ranchos,-119.7426,38.8872
Sušice,13.5202,49.2312
Pirangi,-48.6578,-21.0914
Lunenburg,-71.7199,42.5897
Lighthouse Point,-80.0891,26.2785
Eunice,-92.4191,30.4904
Tetyushi,48.8333,54.9333
Joquicingo,-99.5467,19.0556
Edd,41.7,13.9333
Tamalpais-Homestead Valley,-122.5382,37.8793
Drākshārāma,82.0635,16.7928
Friedrichsthal,7.0961,49.3256
Saltcoats,-4.7896,55.6352
Capilla del Monte,-64.5167,-30.85
Estevan,-102.9861,49.1392
Hibbing,-92.9487,47.3981
Fairview Shores,-81.3948,28.602
Barton upon Humber,-0.45,53.6833
North Saanich,-123.42,48.6142
Lauingen,10.4333,48.5667
Otar,75.2139,43.5346
Bewdley,-2.3162,52.3752
Lamesa,-101.9542,32.7333
DuBois,-78.7564,41.1225
Korablino,40.0167,53.9167
North Logan,-111.8066,41.7759
Miyato,139.183,36.1833
Waupun,-88.738,43.6315
Kuršėnai,22.9415,55.9979
Týrnavos,22.2869,39.7353
Mango,-82.307,27.9915
Leers,3.2439,50.6817
Big Lake,-93.7431,45.3416
Hillsdale,-84.6356,41.9266
San José de Aerocuar,-63.3278,10.6014
Jamapa,-96.24,19.04
Gloucester City,-75.1172,39.8924
Chulym,80.9667,55.1
Qaşr-e Shīrīn,45.5792,34.5156
Mitchellville,-76.8146,38.9358
Staryya Darohi,28.265,53.0394
Emsworth,-0.938,50.849
Braunfels,8.3889,50.5175
Lorch,9.6883,48.7983
Gengenbach,8.0153,48.4042
Trofaiach,15.0067,47.4261
Veselí nad Moravou,17.3765,48.9536
Ebreichsdorf,16.4047,47.9611
Belzig,12.5956,52.1422
Camp Verde,-111.8573,34.5699
Ilfracombe,-4.12,51.208
Humpolec,15.3594,49.5416
Viera East,-80.715,28.261
Weddington,-80.7383,35.0228
Red Hook,-73.8788,42.0188
Areiópolis,-48.665,-22.6681
Hârlău,26.9114,47.4278
Show Low,-110.0384,34.2671
Matsuda-sōryō,139.1394,35.3483
Vorë,19.6544,41.3939
Aguadilla,-67.1536,18.4382
Regen,13.1264,48.97
Knezha,24.0833,43.5
Poulsbo,-122.6407,47.7417
Miastko,16.9833,54.0
Zakamensk,103.2833,50.3833
Stayton,-122.7983,44.8033
Tinchlik,71.4956,40.4264
Osterwieck,10.7167,51.9667
Betzdorf,7.8728,50.7856
Baley,116.6333,51.5833
Jeumont,4.1014,50.2944
Broomall,-75.3529,39.9694
Shepperton,-0.46,51.39
Flöha,13.0714,50.8558
Wisła,18.8667,49.6667
Khlung,102.2214,12.4547
Şā’īn Qal‘eh,49.0744,36.2994
Ogano,139.0086,36.0172
Tolna,18.7833,46.4167
Kirensk,108.1,57.7833
Fitzgerald,-83.2515,31.7135
Warka,21.2,51.7833
Satellite Beach,-80.6019,28.1782
Rostraver,-79.8086,40.1686
Hammelburg,9.9,50.1167
Charlton Kings,-2.0413,51.8877
Mayfield,-88.6446,36.737
Aydıncık,33.35,36.1667
Franklin Lakes,-74.2083,41.0086
Prachatice,13.9975,49.013
Bischofswerda,14.1797,51.1275
San Germán,-67.046,18.0827
Chicureo Abajo,-70.6366,-33.2808
Viera West,-80.7368,28.243
East Hanover,-74.3638,40.8192
Skelton,-0.9874,54.5619
Lowes Island,-77.3524,39.0471
Town and Country,-90.479,38.6317
Nazyvayevsk,71.35,55.5667
Parapuã,-50.7717,-21.7681
Panguipulli,-72.3334,-39.6419
Ōtsuchi,141.9064,39.3597
Jefferson Hills,-79.9329,40.2927
Nantucket,-70.0692,41.2831
Princess Anne,-75.6969,38.2054
Lindon,-111.7187,40.3414
Stannington,-1.536,53.396
Al ‘Amādīyah,43.4878,37.0922
Vilyuysk,121.6167,63.75
Maysville,-83.7911,38.6454
Campton Hills,-88.4166,41.9499
Rifle,-107.7729,39.5362
Narimanov,47.85,46.6833
Iacanga,-49.0247,-21.89
Bennettsville,-79.6874,34.6303
Stropkov,21.6514,49.205
Walden,-74.1879,41.5603
Burgstädt,12.8167,50.9167
Sankt Johann im Pongau,13.2,47.35
Hamilton Township,-77.7327,39.9432
Merriam,-94.6933,39.0186
Olbernhau,13.3333,50.6667
Lower Burrell,-79.7141,40.5818
Kaneohe Station,-157.7515,21.4451
Sigatoka,177.5,-18.15
Westview,-80.2415,25.8826
Silverton,-122.7809,45.0031
Wahpeton,-96.6118,46.2722
Storm Lake,-95.1969,42.6431
Sosnovka,51.2833,56.25
Eṭ Ṭīra,34.9503,32.2328
Urdorf,8.4278,47.3867
Lake Grove,-73.1168,40.8586
Nieder-Olm,8.2028,49.9083
Young,148.3,-34.3
Grosse Pointe Park,-82.9288,42.3794
Loyalsock,-76.984,41.2743
Schleusingen,10.7506,50.5117
Grand Haven,-86.2201,43.0553
Snodland,0.4467,51.328
Borovsk,36.4833,55.2
Dek’emhāre,39.0475,15.07
Two Rivers,-87.5824,44.1564
Gleisdorf,15.7083,47.1039
Methil,-3.0223,56.1844
Gold Canyon,-111.4369,33.3715
Mossley,-2.0387,53.5147
Drăgăneşti-Olt,24.53,44.1697
Zhydachiv,24.1333,49.3833
Dobbs Ferry,-73.8698,41.0127
Rüthen,8.4333,51.4933
Völkermarkt,14.6344,46.6622
Estiva Gerbi,-46.945,-22.2708
Warman,-106.5842,52.3219
Karabash,60.2,55.4833
Kingaroy,151.8333,-26.5333
Kiskunmajsa,19.7367,46.4922
Gulf Gate Estates,-82.5065,27.2587
Xudat,48.6772,41.6339
Akyaka,43.6253,40.7397
Hormigueros,-67.12,18.1437
Iwai,134.3319,35.5758
Knowle,-1.7318,52.3881
Verkhniy Tagil,59.9333,57.3833
Munhall,-79.9004,40.3937
Altensteig,8.6047,48.5864
